genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Quemocuomegalodon,221.500,205.600,3,0,NaN
Quenstedtia,196.500,155.700,10,3,0.0032
Quenstedtiphyllia,235.000,232.000,2,0,NaN
Quepora,460.900,449.500,2,0,NaN
Quidnipagus,0.119,0.119,2,0,NaN
Quienquecaudex,455.800,449.500,10,1,0.0012
Quinquecosta,460.900,457.500,1,0,NaN
Quinquenella,259.000,252.300,1,0,NaN
Quondongia,460.900,455.800,7,0,NaN
Quoyula,0.12,0.12,1,0,NaN
Raanespongia,290.100,268.000,5,0,NaN
Rachiosoma,93.500,70.600,6,6,0.0698
Rackirhynchia,412.300,409.100,1,0,NaN
Radiaspis,449.500,391.900,8,3,0.0077
Radiastraea,391.900,388.100,12,0,NaN
Radiastrea,428.200,422.900,1,0,NaN
Radiatrypa,379.500,376.100,2,0,NaN
Radicanalospongia,268.000,265.000,1,0,NaN
Radicipora,161.200,155.700,3,0,NaN
Radicispongia,167.700,145.500,10,1,0.0149
Radimatrypa,409.100,388.100,3,0,NaN
Radimella,0.012,0.000,1,0,NaN
Radiocella,212.000,205.600,1,0,NaN
Radioceras,252.300,247.200,11,0,NaN
Radiocyathus,516.000,513.000,3,0,NaN
Radiofibra,268.000,259.000,6,6,0.0125
Radiolitella,85.800,65.500,11,0,NaN
Radiolites,112.030,65.500,171,7,0.3548
Radiolus,221.500,5.332,7,0,NaN
Radiophyllia,247.200,242.000,3,0,NaN
Radioplica,235.000,221.500,2,0,NaN
Radiopora,136.400,130.000,3,0,NaN
Radioscutellum,412.300,409.100,11,0,NaN
Radiotrabeculopora,290.100,252.300,51,17,0.0573
Radiotrypa,445.600,443.700,1,0,NaN
Radiurus,436.000,428.200,7,0,NaN
Radnoria,449.500,422.900,3,2,0.0218
Radstockiceras,189.600,183.000,24,0,NaN
Radulonectites,205.600,183.000,4,3,0.0058
Radulopecten,167.700,150.800,106,83,0.0382
Rafinesquina,488.300,426.200,1083,751,0.1502
Ragadinia,83.500,70.600,5,1,0.0193
Rahbahthalamia,272.500,252.300,6,2,0.3780
Rajka,85.800,65.500,6,0,NaN
Rakosia,13.650,11.608,1,0,NaN
Rakverella,443.700,416.000,1,0,NaN
Ralfinella,445.600,443.700,1,0,NaN
Rallacosta,279.500,254.000,8,0,NaN
Ramacrinus,416.000,412.300,3,0,NaN
Ramavectus,279.500,268.000,4,2,0.0117
Ramina,247.200,235.000,2,2,0.0205
Ramipora,290.100,252.300,12,0,NaN
Ramiporalia,360.700,353.800,1,0,NaN
Ramiporidra,303.400,254.000,8,1,0.0387
Ramispongia,161.200,150.800,15,6,0.0159
Ramonalina,247.200,242.000,1,0,NaN
Ramosites,318.100,314.600,33,31,0.0366
Ramospongia,268.000,265.000,2,0,NaN
Ramostella,265.000,259.000,2,2,0.0108
Ramseyocrinus,466.000,460.900,1,0,NaN
Ramulocrinus,360.700,326.400,33,32,0.0059
Ramuscyathus,530.000,520.000,1,1,1.0000
Ramusites,155.700,150.800,1,0,NaN
Rananasus,488.300,471.800,1,0,NaN
Ranapeltis,416.000,416.000,1,0,NaN
Ranasasus,478.600,468.100,17,17,0.4970
Randaynia,488.300,468.100,18,2,0.6124
Randomia,530.000,513.000,2,1,0.0066
Ranina,48.600,2.588,4,0,NaN
Raninoides,48.600,37.200,2,0,NaN
Rankenella,516.000,501.000,4,0,NaN
Ranorthis,488.300,468.100,7,0,NaN
Ranularia,65.500,0.012,6,4,0.0080
Ranunculoproetus,416.000,412.300,1,0,NaN
Rapana,28.400,0.781,5,0,NaN
Raphidium,145.500,140.200,1,1,0.0137
Raphidonema,136.400,37.200,2,0,NaN
Raphiophorus,457.500,421.300,3,0,NaN
Raphispira,460.900,418.700,3,0,NaN
Raphistoma,488.300,443.700,51,3,0.0298
Raphistomina,478.600,422.900,43,1,0.0126
Raphitoma,0.126,0.012,1,0,NaN
Rasettia,498.500,478.600,12,0,NaN
Rasetticyathus,520.000,513.000,12,0,NaN
Rasmussenoceras,460.900,443.700,3,0,NaN
Rastelligera,221.500,205.600,1,0,NaN
Rastellum,155.700,65.500,14,3,0.0838
Ravozetina,449.500,445.600,1,0,NaN
Raymondaspis,471.800,457.500,16,0,NaN
Raymondatia,460.900,449.500,5,0,NaN
Raymondella,457.500,452.000,5,0,NaN
Raymondina,498.500,488.300,6,0,NaN
Raymondites,471.800,457.500,24,4,0.0137
Rayonnoceras,339.400,336.000,1,0,NaN
Reacalymene,460.900,455.800,1,0,NaN
Recilites,455.800,445.600,1,0,NaN
Recrosalenia,171.600,155.700,15,1,0.0345
Rectambitus,259.000,252.300,4,2,0.0176
Recticardo,65.500,61.700,9,8,0.0023
Recticostastraea,221.500,215.560,1,1,0.0408
Rectifenestella,388.100,254.000,110,3,0.0045
Rectigrewingkia,449.500,443.700,1,0,NaN
Rectithyris,99.600,65.500,6,1,0.0495
Rectospinella,295.000,290.100,8,0,NaN
Recurvaster,83.500,65.500,4,0,NaN
Redlichia,516.000,501.000,12,0,NaN
Redlichina,520.000,513.000,14,0,NaN
Redonia,478.600,460.900,3,0,NaN
Redpathoceras,460.900,449.500,3,0,NaN
Redstonea,391.900,388.100,3,0,NaN
Redstonia,460.900,449.500,1,0,NaN
Reediella,339.400,336.000,1,0,NaN
Reedocalymene,466.000,449.500,3,0,NaN
Reedoconcha,295.000,279.500,5,1,0.1162
Reedolithus,466.000,452.000,3,0,NaN
Reedops,416.000,402.500,43,3,0.0012
Reedosepta,259.000,254.000,5,0,NaN
Reedsoceras,460.900,449.500,4,0,NaN
Reesidites,93.500,89.300,4,0,NaN
Regadrella,89.300,37.200,3,1,0.0717
Regalilima,150.800,145.500,1,0,NaN
Reginaites,89.300,85.800,1,0,NaN
Reginea,460.900,449.500,1,0,NaN
Regispongia,265.000,259.000,1,1,0.4286
Regnellicystis,460.900,449.500,1,0,NaN
Regrantia,298.900,279.500,8,0,NaN
Reguantella,40.400,37.200,2,2,0.0712
Regulaecystis,416.000,416.000,1,0,NaN
Regulifer,171.600,150.800,2,1,0.0191
Rehacythereis,70.600,65.500,2,0,NaN
Rehmannia,161.200,155.700,2,0,NaN
Reineckeia,164.700,161.200,3,0,NaN
Reiswigia,161.200,150.800,26,24,0.2440
Reitziites,242.000,235.000,4,4,0.0153
Remera,70.600,65.500,1,0,NaN
Remesia,391.900,383.700,13,0,NaN
Remipyga,460.900,443.700,17,0,NaN
Remondia,112.030,109.000,1,0,NaN
Remopleurella,457.500,452.000,1,0,NaN
Remopleurides,488.300,445.600,130,8,0.0556
Remopleuridiella,488.300,471.800,9,1,0.0012
Remopleuridioides,466.000,460.900,1,0,NaN
Renaudia,409.100,402.500,1,0,NaN
Renicytherura,189.600,182.000,2,0,NaN
Rennensismilia,122.460,33.900,18,5,0.0702
Renngartenella,235.000,221.500,1,0,NaN
Rensselaerina,416.000,416.000,2,0,NaN
Rensselandia,388.100,383.700,1,0,NaN
Replicoskenidioides,449.500,443.700,2,0,NaN
Repossia,242.000,235.000,1,0,NaN
Reptadeonella,0.00944,0.007145,3,0,NaN
Reptaria,418.700,383.700,2,0,NaN
Reptocavea,145.500,130.000,4,0,NaN
Reptoclausa,155.700,150.800,1,0,NaN
Reptoforicula,93.500,89.300,1,0,NaN
Reptomultelea,93.500,83.500,4,1,0.1167
Reptomulticava,136.400,99.600,10,5,0.0792
Reptomultisparsa,205.600,150.800,7,0,NaN
Reptonoditrypa,247.200,201.600,5,0,NaN
Requienia,155.700,99.600,22,0,NaN
Resimopsis,520.000,516.000,4,0,NaN
Resserella,460.900,409.100,120,15,0.1224
Resserops,520.000,513.000,1,0,NaN
Retamaspis,466.000,460.900,1,0,NaN
Retaria,298.900,259.000,9,0,NaN
Retecoscinus,530.000,516.000,30,0,NaN
Retecyathus,516.000,513.000,9,0,NaN
Reteocrinus,471.800,443.700,15,4,0.0080
Reteograptus,460.900,455.800,1,0,NaN
Retepora,298.900,290.100,2,0,NaN
Reteporella,136.400,2.588,11,0,NaN
Reteporidea,85.800,83.500,1,1,0.0333
Reteporidra,388.100,265.000,16,0,NaN
Reteporina,391.900,388.100,1,0,NaN
Retha,136.400,130.000,1,0,NaN
Reticestus,416.000,416.000,1,0,NaN
Retichonetes,383.700,353.800,9,4,0.0278
Reticularia,428.200,265.000,50,6,0.0353
Reticulariina,339.400,252.300,147,42,0.0345
Reticulariopsis,412.300,383.700,6,3,0.0351
Reticulatia,313.800,259.000,92,26,0.0829
Reticulatrypa,428.200,409.100,17,8,0.0473
Reticuloceras,318.100,314.600,13,12,0.0331
Reticulocoelia,268.000,235.000,5,0,NaN
Reticulograptus,466.000,412.300,4,0,NaN
Retilamina,516.000,513.000,4,0,NaN
Retimarginifera,318.100,252.300,29,19,0.0360
Retiolites,443.700,428.200,4,0,NaN
Retiophyllia,247.200,171.600,302,51,0.0557
Retispira,409.100,251.300,103,47,0.0420
Retites,318.100,314.600,11,10,0.1233
Retizitteloceras,445.600,443.700,1,1,0.0119
Retroceramus,161.200,155.700,1,1,0.0018
Retroclitendoceras,488.300,478.600,3,0,NaN
Retroplexus,339.400,336.000,1,0,NaN
Retrorsirostra,449.500,443.700,6,4,0.0701
Retrorstrophia,383.700,376.100,2,0,NaN
Retusa,164.700,0.012,16,4,0.0088
Retzia,388.100,201.600,6,1,0.0002
Retziella,428.200,422.900,1,0,NaN
Reubenella,252.300,232.000,4,0,NaN
Reuschella,460.900,443.700,3,0,NaN
Reuschia,471.800,439.000,3,0,NaN
Reuscholithus,460.900,455.800,1,0,NaN
Reussicoenia,83.500,55.800,2,0,NaN
Reussiphyllon,48.600,37.200,2,2,0.0101
Reussopsammia,28.400,23.030,1,0,NaN
Revalocrinus,463.500,460.900,2,0,NaN
Revalotrypa,445.600,443.700,1,0,NaN
Reversocypris,254.000,252.300,17,0,NaN
Reviya,345.000,251.300,17,1,0.0400
Reynesoceras,189.600,183.000,5,5,0.0152
Reynesocoeloceras,189.600,183.000,5,0,NaN
Rhabadactinia,268.000,259.000,1,0,NaN
Rhabdactinia,268.000,252.300,39,21,0.1452
Rhabdiferoceras,478.600,468.100,2,2,0.1491
Rhabdinopora,488.300,478.600,1,0,NaN
Rhabdium,155.700,150.800,2,0,NaN
Rhabdoceras,212.000,201.600,4,0,NaN
Rhabdocidaris,171.600,33.900,41,5,0.0069
Rhabdoconcha,235.000,232.000,2,0,NaN
Rhabdocora,164.700,130.000,2,1,0.0385
Rhabdocrinus,336.000,326.400,5,0,NaN
Rhabdocyathella,520.000,513.000,8,0,NaN
Rhabdocyclus,443.700,422.900,4,0,NaN
Rhabdolynthus,516.000,513.000,1,0,NaN
Rhabdomeson,388.100,252.300,103,31,0.0145
Rhabdophyllia,189.600,15.970,26,2,0.0949
Rhabdopsammia,85.800,83.500,1,1,0.0385
Rhabdostropha,449.500,383.700,12,0,NaN
Rhabdotetradium,445.600,443.700,8,0,NaN
Rhabdotites,247.200,189.600,2,0,NaN
Rhabdotocochlis,360.700,345.300,1,0,NaN
Rhabdouraea,259.000,254.000,1,0,NaN
Rhacophyllites,221.500,205.600,3,1,0.0096
Rhactorhynchia,183.000,155.700,3,0,NaN
Rhactorthis,457.500,452.000,5,0,NaN
Rhaetavicula,205.600,201.600,51,8,0.1106
Rhaetiastraea,212.000,196.500,5,1,0.0435
Rhaetina,251.300,201.600,142,37,0.1697
Rhaetomegalodon,221.500,201.600,16,0,NaN
Rhamnaria,290.100,259.000,76,1,0.0536
Rhamphostomella,3.600,2.588,2,0,NaN
Rhaphidophyllum,460.900,443.700,1,0,NaN
Rhaphistomella,259.000,232.000,11,1,0.0088
Rhapidophyllum,449.500,443.700,3,0,NaN
Rhapidothyris,189.600,183.000,9,9,0.0131
Rhaxella,161.200,145.500,5,0,NaN
Rhedensia,93.500,89.300,1,0,NaN
Rhegmaphyllum,439.000,426.200,33,2,0.4216
Rhenomphalus,388.100,383.700,4,0,NaN
Rhenozyga,409.100,379.500,4,1,0.0877
Rhineoderma,345.000,326.400,13,1,0.0081
Rhinidictya,471.800,416.000,151,65,0.1113
Rhinocarcinosoma,422.900,416.000,1,0,NaN
Rhinoclavis,65.500,0.12,91,19,0.0459
Rhinopora,439.000,426.200,7,0,NaN
Rhipidastraea,105.300,89.300,3,0,NaN
Rhipidium,428.200,418.700,7,0,NaN
Rhipidocystis,471.800,468.100,1,0,NaN
Rhipidogyra,161.200,136.400,54,13,0.0188
Rhipidomeandra,130.000,122.460,2,0,NaN
Rhipidomella,439.000,252.300,318,76,0.0627
Rhipidomena,466.000,443.700,4,0,NaN
Rhipidosmilia,150.800,145.500,1,1,0.0030
Rhipidothyris,388.100,383.700,12,12,0.0102
Rhizacyathus,530.000,513.000,3,0,NaN
Rhizangia,70.600,20.430,22,0,NaN
Rhizophylloides,422.900,409.100,2,0,NaN
Rhizophyllum,436.000,402.500,20,0,NaN
Rhizopoterion,99.600,37.200,16,10,0.0836
Rhizopoterionopsis,99.600,93.500,1,0,NaN
Rhizopsammia,2.588,0.781,1,0,NaN
Rhizopsis,93.500,70.600,2,0,NaN
Rhizotetraclis,167.700,145.500,2,0,NaN
Rhizotrochus,0.126,0.012,1,0,NaN
Rhodesispongia,422.900,418.700,1,0,NaN
Rhodocrinites,360.700,353.800,6,3,0.0572
Rhogostomium,161.200,150.800,2,1,0.0833
Rhombampyx,471.800,457.500,1,0,NaN
Rhombocladia,339.400,259.000,5,1,0.1465
Rhombodictyon,460.900,449.500,3,0,NaN
Rhombopora,383.700,252.300,145,21,0.0195
Rhomboporella,298.900,290.100,1,0,NaN
Rhombopteria,428.200,409.100,10,1,0.0142
Rhombotrypa,460.900,422.900,19,0,NaN
Rhombotrypella,314.600,254.000,69,2,0.0009
Rhondellina,513.000,501.000,1,1,0.5000
Rhopalocoelia,488.300,463.500,12,3,0.0229
Rhopalodendron,235.000,215.560,7,1,0.0886
Rhopostoma,65.500,61.700,9,9,0.0891
Rhoptrum,83.500,70.600,1,0,NaN
Rhynchocerithium,215.560,167.700,5,3,0.0287
Rhyncholampas,40.400,0.126,25,0,NaN
Rhynchonella,439.000,61.700,177,36,0.0298
Rhynchonellina,196.500,167.700,6,1,0.0124
Rhynchonelloidea,189.600,171.600,19,10,0.0480
Rhynchonelloidella,180.100,161.200,14,0,NaN
Rhynchopora,364.700,254.000,163,22,0.0546
Rhynchopterus,247.200,242.000,1,0,NaN
Rhynchora,99.600,93.500,1,1,0.0396
Rhynchorthoceras,466.000,452.000,12,2,0.4472
Rhynchospirifer,388.100,383.700,2,0,NaN
Rhynchospirina,426.200,360.700,17,2,0.0380
Rhynchostreon,140.200,89.300,44,19,0.1856
Rhynchotetra,360.700,254.000,2,0,NaN
Rhynchotrema,466.000,443.700,274,102,0.1023
Rhynchotreta,439.000,391.900,56,1,0.0107
Rhynobolus,436.000,428.200,1,0,NaN
Rhynoleichus,290.100,268.000,9,1,0.0351
Rhyselasma,478.600,466.000,2,0,NaN
Rhysostrophia,471.800,443.700,12,0,NaN
Rhyssochonetes,388.100,376.100,4,0,NaN
Rhyssometopus,501.000,498.500,3,0,NaN
Rhyssomytiloides,93.500,89.300,7,0,NaN
Rhytialosia,376.100,370.600,4,0,NaN
Rhytidolasma,388.100,383.700,1,0,NaN
Rhytidorhachis,436.000,428.200,5,0,NaN
Rhytimya,452.000,416.000,22,2,0.0392
Rhytiodentalium,422.900,418.700,1,0,NaN
Rhytiophora,376.100,345.000,14,0,NaN
Rhytisia,279.500,272.500,1,0,NaN
Ribeiria,501.000,463.500,16,3,0.0556
Ribeirina,478.600,468.100,1,1,0.0263
Richardsonella,542.000,488.300,1,0,NaN
Richardsonites,339.400,318.100,2,0,NaN
Richardsonoceras,471.800,455.800,40,13,0.2639
Richardsonoceroides,471.800,460.900,6,6,0.0728
Richmondoceras,449.500,443.700,2,2,1.0000
Richterarges,428.200,418.700,2,0,NaN
Richterella,360.700,353.800,2,1,0.0096
Richterina,298.900,254.000,3,1,0.2131
Richthofenia,272.500,252.300,65,21,0.0656
Rieppelites,247.200,242.000,17,3,0.6987
Rigaudites,93.500,89.300,2,0,NaN
Rigauxia,383.700,161.200,5,2,0.0125
Rigbyella,513.000,259.000,11,9,0.0298
Rigbyetia,460.900,443.700,8,0,NaN
Rigidella,460.900,449.500,3,0,NaN
Rigrantia,295.000,272.500,12,0,NaN
Rimella,58.700,11.608,17,1,0.0016
Rimirhynchia,196.500,189.600,3,0,NaN
Rimirhynchopsis,232.000,205.600,2,0,NaN
Rimmyjimina,290.100,279.500,1,0,NaN
Rimula,65.500,2.588,2,1,0.0000
Rimulopsis,161.200,155.700,1,0,NaN
Rinaldoconchus,235.000,232.000,2,2,0.0602
Rinaldoella,247.200,205.600,14,5,0.0409
Ringicardium,13.650,7.246,2,0,NaN
Ringicula,70.600,0.012,21,6,0.0029
Ringifungia,516.000,513.000,1,0,NaN
Ringinella,112.030,93.500,3,0,NaN
Rioceras,488.300,468.100,12,10,0.2302
Rioultina,167.700,150.800,7,1,1.0000
Riphaeolites,436.000,402.500,19,0,NaN
Ripidiorhynchus,388.100,370.600,25,8,0.0142
Riselloidea,247.200,171.600,22,22,0.0099
Rishona,416.000,259.000,3,0,NaN
Rispolia,83.500,70.600,1,0,NaN
Rissoa,259.000,0.012,14,1,0.0015
Rissoina,171.600,0.00374,95,30,0.0229
Ristnacrinus,460.900,455.800,1,0,NaN
Ritella,501.000,488.300,1,0,NaN
Rithma,145.500,140.200,1,1,0.1667
Rivillina,466.000,460.900,1,0,NaN
Rizoceras,455.800,445.600,4,0,NaN
Roadoceras,272.500,259.000,14,1,0.0061
Robergia,466.000,443.700,10,0,NaN
Robergiella,471.800,457.500,8,0,NaN
Robertiolynthus,516.000,513.000,3,0,NaN
Robertocyathus,520.000,513.000,6,0,NaN
Robinia,40.400,37.200,1,1,0.0148
Robinsonella,235.000,201.600,5,0,NaN
Robsonoceras,478.600,471.800,2,1,1.0000
Robustocyathellus,520.000,516.000,7,0,NaN
Robustocyathus,530.000,513.000,108,0,NaN
Robustum,488.300,478.600,2,0,NaN
Rocheithyris,171.600,167.700,1,0,NaN
Rochtex,409.100,388.100,5,0,NaN
Rodighieroites,140.200,136.400,8,2,0.0117
Rodinosmilia,189.600,183.000,1,1,0.0324
Roemerella,272.500,268.000,1,0,NaN
Roemeria,428.200,421.300,6,0,NaN
Roemeriella,382.400,376.100,2,0,NaN
Roemeripora,416.000,279.500,33,24,0.2000
Roemerolites,391.900,290.100,25,7,0.1044
Roksaspis,498.500,488.300,3,0,NaN
Rollia,488.300,468.100,2,2,0.5000
Rollierella,183.000,155.700,8,7,0.0135
Rolliericidaris,161.200,155.700,1,1,0.0225
Roloboceras,125.450,122.460,2,0,NaN
Romaniceras,150.800,89.300,10,0,NaN
Romanites,242.000,232.000,13,0,NaN
Romingeria,428.200,388.100,10,0,NaN
Ronconites,247.200,242.000,3,0,NaN
Rondocephalus,516.000,513.000,4,0,NaN
Rongjiangoceras,254.000,252.300,1,0,NaN
Ropalonaria,449.500,164.700,11,8,0.0396
Rorespirifer,272.500,268.000,1,1,0.0062
Rorringtonia,457.500,443.700,4,3,0.0186
Rosenella,460.900,455.800,4,0,NaN
Rossaspis,488.300,478.600,7,0,NaN
Rossella,89.300,85.800,6,0,NaN
Rossiceras,235.000,232.000,2,0,NaN
Rossiodus,235.000,221.500,1,0,NaN
Rossirhynchus,360.700,345.300,2,0,NaN
Rossoceras,471.800,460.900,2,0,NaN
Rossocyathella,516.000,513.000,1,0,NaN
Rossopora,268.000,259.000,2,0,NaN
Rossospira,471.800,457.500,1,0,NaN
Rostellana,70.600,65.500,2,2,0.0092
Rostellaria,58.700,0.012,17,1,0.0032
Rostranteris,298.900,252.300,56,15,0.0496
Rostreulima,65.500,61.700,1,1,0.0002
Rostricellula,463.500,428.200,103,36,0.0726
Rostrocerithium,93.500,89.300,1,0,NaN
Rostroconus,542.000,530.000,2,0,NaN
Rostroperna,164.700,145.500,17,11,0.0237
Rostrospirifer,409.100,402.500,7,0,NaN
Rota,360.700,345.300,1,0,NaN
Rotaia,360.700,353.800,3,0,NaN
Rotellomphalus,421.300,409.100,3,0,NaN
Rothella,416.000,416.000,3,0,NaN
Rotiphyllum,360.700,265.000,15,2,0.0063
Rotodiscoceras,254.000,252.300,7,0,NaN
Rotularia,65.500,33.900,5,5,0.0340
Rotundites,428.200,422.900,1,0,NaN
Rotundocyathus,530.000,513.000,85,1,0.0909
Roudairia,93.500,65.500,2,0,NaN
Roundyella,383.700,252.300,61,7,0.0647
Rousseauspira,471.800,445.600,5,0,NaN
Roveacrinus,136.400,130.000,1,0,NaN
Rowanpectinus,520.000,516.000,2,0,NaN
Rowellella,488.300,460.900,4,0,NaN
Rowleyella,360.700,345.300,2,1,0.0019
Royalella,254.000,252.300,2,0,NaN
Royella,0.126,0.012,1,0,NaN
Rozanovicoscinus,520.000,513.000,6,0,NaN
Rozanovicyathus,516.000,513.000,1,0,NaN
Rudakites,412.300,383.700,6,2,0.0641
Rudanulus,516.000,513.000,2,0,NaN
Rudirhynchia,189.600,175.600,29,25,0.0371
Rudolfoceras,478.600,468.100,3,2,0.0772
Ruedemannia,455.800,109.000,17,0,NaN
Ruedemannoceras,471.800,460.900,2,0,NaN
Ruedemannograptus,416.000,412.300,1,0,NaN
Rugaria,290.100,268.000,13,6,0.0242
Rugatia,318.100,259.000,39,6,0.0277
Rugauris,364.700,345.300,2,1,0.0147
Ruggieria,23.030,13.650,3,0,NaN
Rugicostella,339.400,336.000,1,0,NaN
Rugitela,171.600,136.400,23,0,NaN
Rugivestis,318.100,254.000,5,3,0.0499
Rugobela,28.400,23.030,3,0,NaN
Rugocoelia,478.600,468.100,1,0,NaN
Rugofenestella,272.500,265.000,2,0,NaN
Rugoleptaena,412.300,388.100,6,1,0.0111
Rugosatrypa,416.000,376.100,2,1,0.0175
Rugosochonetes,360.700,306.950,41,11,0.0627
Rugospongia,466.000,463.500,1,0,NaN
Ruichengaspis,513.000,505.000,3,0,NaN
Ruichengella,513.000,505.000,2,0,NaN
Rukhinia,443.700,428.200,1,0,NaN
Runcinodiscus,520.000,516.000,1,0,NaN
Runnegaria,468.100,460.900,1,0,NaN
Russocyathus,520.000,513.000,6,0,NaN
Russospongia,212.000,205.600,2,0,NaN
Ruteha,268.000,265.000,1,0,NaN
Ruthenoceras,488.300,478.600,1,1,0.3333
Ruthiphiala,360.700,345.300,1,0,NaN
Rutitrigonia,99.600,93.500,1,0,NaN
Rutkowskiella,383.700,376.100,1,0,NaN
Rutotia,268.000,265.000,1,0,NaN
Ruxingella,247.200,242.000,12,12,0.0193
Ruzhencevia,268.000,259.000,6,1,1.0000
Ryderia,205.600,175.600,3,0,NaN
Ryhopora,259.000,254.000,1,0,NaN
Rylstonia,345.300,318.100,3,0,NaN
Sabbaiceras,140.200,136.400,1,1,0.0068
Sabinia,99.600,65.500,22,0,NaN
Sabrinella,235.000,232.000,1,0,NaN
Saccelatia,460.900,449.500,24,0,NaN
Saccella,65.500,2.588,7,2,0.0004
Saccharoturris,3.600,2.588,2,0,NaN
Sacciconus,542.000,516.000,1,0,NaN
Sacciella,542.000,516.000,1,0,NaN
Saccocoma,155.700,122.460,19,0,NaN
Saccospongia,460.900,449.500,5,0,NaN
Saccostrea,15.970,0.125,10,0,NaN
Sactoceras,478.600,422.900,7,0,NaN
Sactorthoceras,478.600,416.000,10,1,1.0000
Sadleria,383.700,376.100,1,0,NaN
Saetograptus,422.900,418.700,1,0,NaN
Saffordia,460.900,449.500,14,0,NaN
Saffordophyllum,460.900,443.700,11,0,NaN
Saffordotaxis,436.000,259.000,29,1,0.0127
Sageceras,247.200,235.000,5,3,0.1035
Sagenites,232.000,205.600,3,0,NaN
Sagenocrinites,443.700,422.900,8,0,NaN
Saghalinites,83.500,65.500,6,3,0.0106
Saginospongia,265.000,259.000,2,2,0.0137
Sagittoceras,314.600,306.950,1,0,NaN
Sahascolex,516.000,513.000,1,0,NaN
Sahraja,212.000,205.600,7,0,NaN
Saida,23.030,20.430,1,0,NaN
Saikraconcha,279.500,259.000,10,0,NaN
Sajanaspis,520.000,513.000,7,0,NaN
Sajanocyathus,520.000,513.000,15,0,NaN
Sajanolynthus,516.000,513.000,1,0,NaN
Sakalavastraea,167.700,155.700,5,0,NaN
Sakawairhynchia,232.000,221.500,2,0,NaN
Sakhacyathus,530.000,516.000,7,0,NaN
Sakmarites,290.100,272.500,12,3,0.2423
Salairella,416.000,383.700,32,6,0.1972
Salairocrinus,412.300,383.700,8,0,NaN
Salairophyllum,443.700,416.000,1,0,NaN
Salanyella,542.000,520.000,3,0,NaN
Salenia,161.200,55.800,18,4,0.1743
Salenidia,99.600,93.500,1,1,0.0007
Salenocidaris,83.500,70.600,2,1,0.0083
Salgirella,196.500,189.600,6,6,0.0288
Sallya,290.100,265.000,14,13,0.0089
Salopia,466.000,460.900,1,0,NaN
Salopina,466.000,402.500,36,16,0.0419
Salpingostoma,463.500,428.200,54,1,0.1429
Saltaspis,478.600,471.800,2,0,NaN
Salteria,460.900,449.500,1,0,NaN
Salterocoryphe,466.000,460.900,2,0,NaN
Salterolithus,460.900,455.800,1,0,NaN
Salterospira,336.000,326.400,6,2,0.0017
Saltocyathus,125.450,122.460,2,0,NaN
Saltospirifer,318.100,306.950,2,0,NaN
Salvadorea,452.000,443.700,49,31,0.4274
Salzburgia,290.100,201.600,13,1,0.1111
Samarella,383.700,251.300,109,0,NaN
Sampo,455.800,452.000,2,0,NaN
Samus,13.650,11.608,1,0,NaN
Sanarkocyathus,520.000,513.000,4,0,NaN
Sanarkophyllum,516.000,513.000,1,0,NaN
Sanaschtykgolia,516.000,513.000,4,0,NaN
Sandalolitha,5.332,0.13,2,0,NaN
Sandbergeria,55.800,48.600,1,0,NaN
Sandia,318.100,314.600,14,13,0.1025
Sandlingites,232.000,221.500,3,1,0.5000
Sandolasma,298.900,272.500,18,0,NaN
Sanguinolites,422.900,254.000,53,14,0.0123
Sanidophyllum,402.500,383.700,4,0,NaN
Sanjuanella,466.000,463.500,1,0,NaN
Sanjuania,360.700,318.100,1,0,NaN
Sanqiaothyris,221.500,205.600,1,0,NaN
Sansabella,339.400,279.500,20,10,0.0878
Sanxiacyathus,516.000,513.000,2,0,NaN
Sapporipora,428.200,422.900,2,0,NaN
Sarasinella,140.200,130.000,3,2,0.0286
Saratogia,501.000,488.300,8,0,NaN
Sarcinella,140.200,122.460,4,0,NaN
Sarcinula,445.600,443.700,5,0,NaN
Sardospongia,516.000,501.000,2,0,NaN
Sarganostega,279.500,259.000,6,0,NaN
Sargentina,298.900,252.300,24,0,NaN
Sarkanella,468.100,449.500,4,0,NaN
Sarmentofascis,155.700,150.800,2,0,NaN
Sarocrinus,345.300,342.800,1,1,0.0021
Sarophora,83.500,70.600,1,0,NaN
Sarsteinia,155.700,150.800,1,0,NaN
Sarytchevinella,259.000,252.300,6,1,1.0000
Sassia,70.600,2.588,20,12,0.0023
Saucrobrochus,171.600,167.700,1,0,NaN
Saucrophyllum,443.700,416.000,1,0,NaN
Saucrorthis,466.000,460.900,1,0,NaN
Saukia,498.500,488.300,4,0,NaN
Saukiella,498.500,478.600,5,0,NaN
Saukrodictya,457.500,452.000,2,0,NaN
Saumella,416.000,391.900,5,0,NaN
Sauvagesia,99.600,65.500,58,0,NaN
Savagella,449.500,336.000,3,0,NaN
Savignyella,13.650,11.608,1,0,NaN
Sawkinsia,37.200,28.400,3,0,NaN
Saxolucina,65.500,33.900,5,1,0.0161
Saynella,136.400,125.450,4,0,NaN
Saynoceras,140.200,136.400,11,0,NaN
Scabricola,11.608,5.332,1,0,NaN
Scabriscutellum,409.100,388.100,15,0,NaN
Scacchinella,303.400,252.300,65,7,0.0724
Scaevogyra,501.000,488.300,3,0,NaN
